Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,TH,,508,700,live,Number of specimens,T,C
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,PE,,,279,live,Number of specimens,T,C
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,TH,,6,206,live,Number of specimens,T,C
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MX,PE,,,156,skins,Number of specimens,T,C
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,NL,BR,,663,,skins,,T,W
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,NL,PE,,,250,live,Number of specimens,T,C
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,NO,NL,BR,,2,skins,,T,W
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PL,PE,,100,100,live,Number of specimens,T,C
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,RU,TH,,,62,live,Number of specimens,T,C
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TR,PE,,20,20,live,Number of specimens,T,C
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TW,IT,BR,,3,skins,Number of specimens,T,C
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,UA,ES,BR,,2,leather products (small),Number of specimens,T,W
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,UA,IT,BR,,2,skins,Number of specimens,T,C
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,IT,BR,,3,garments,Number of specimens,T,C
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,IT,BR,,5,garments,Number of specimens,T,W
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,IT,BR,,5,leather products (small),Number of specimens,T,W
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,IT,BR,,3,skins,Number of specimens,T,W
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,,5739,live,Number of specimens,T,C
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,,17478,meat,kg,T,C
2021,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,VN,PE,,,1800,live,Number of specimens,T,C
