Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,418,668,live,,T,C
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,,26.58,meat,kg,T,C
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,SG,,,500,live,,T,F
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TH,PE,,,917,live,,T,C
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,,300,meat,kg,T,F
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,620,1360,live,,T,C
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,590,,live,,T,W
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,,1382.01,meat,kg,T,C
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,,496,meat,,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AE,PE,,4,4,live,,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AT,PE,,18,18,live,,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CA,BR,,,12,bodies,,S,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,BR,,50,5,skins,,T,W
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CL,PE,,,163,live,,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CO,PE,,,4,meat,kg,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DK,PE,,4,4,live,,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ES,PE,,59,60,live,,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ES,PE,,600,600,meat,kg,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FI,PE,,,489,fins,,S,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FI,PE,,,261,scales,,S,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,,3,skins,,T,W
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,PE,,126.84,,bodies,kg,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,PE,,2000,2067,meat,kg,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,PE,XX,1869,,live,,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,PE,,13934,26739,live,,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ID,PE,,,1125,live,,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,BR,,,2,skins,,T,W
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,CH,BR,,10,skins,,T,W
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,756,807,live,,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,SG,,760,282,live,,T,F
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,PE,,570,60,live,,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,TH,,116,,live,,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MX,PE,,130,130,live,,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TH,BR,,,7,skins,,T,W
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TH,PE,,,120,live,,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TH,SG,,,1,live,,P,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TH,SG,,1,,live,,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TR,AE,XX,,1,live,,P,O
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TR,XX,,1,,live,,P,U
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TW,PE,,,1,live,,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,7448,,meat,kg,T,I
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,XX,98,,scales,,P,I
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,340,918,live,,T,C
2011,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,9040,18252,meat,kg,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AT,BR,,,8,leather products (large),,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AT,PE,,,3,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AT,PE,,3,,live,,Z,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CA,BR,,,12,bodies,,S,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CA,PE,,,20,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CA,PE,,,45,meat,kg,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,DE,BR,10000,,meat,g,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,DE,BR,,5,meat,kg,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,IT,BR,3,3,leather products (small),,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,PE,,,6,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CL,PE,,,110,meat,kg,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,BR,,,8,leather products (large),,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DE,BR,,,25,bodies,kg,P,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DE,BR,,,200,fingerlings,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DE,BR,,23.5,,meat,kg,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DE,PE,,50,408,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ES,BR,,,5,leather products (large),,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ES,PE,,80,80,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FI,PE,,,100,fins,,S,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FI,PE,,,100,scales,,S,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,,73,leather products (large),,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,12,,skins,,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,PE,,,15,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,PE,,15,,live,,Z,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GB,BR,,,2,leather products (large),,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,PE,,26044,31424,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ID,BR,,,2,leather products (large),,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ID,PE,,,3102,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,BR,,1,27,leather products (large),,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,BR,,1,,skins,,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,CH,BR,4,,skins,,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,,25,bodies,kg,P,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,18,34,leather products (large),,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,25,,meat,kg,P,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,2134,2650,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,PE,,450,465,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,TH,,67,56,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,LU,BR,,,17,leather products (large),,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MX,BR,,,4,leather products (large),,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MX,BR,,4,,skins,,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MX,PE,,50,150,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,NL,PE,,60,40,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,NL,TH,,100,350,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PH,BR,,,17,leather products (large),,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PL,PE,,300,300,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PT,BR,,,100,fingerlings,,S,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PT,BR,,100,,live,,S,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,RU,PE,,,524,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,SG,PE,,,15,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TH,PE,,,918,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TR,BR,,,11,leather products (large),,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TW,PE,,,500,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,2,2,leather products (large),,T,U
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,,47,leather products (large),,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,37,,leather products (small),,T,I
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,,11,leather products (small),,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,,3,skins,,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,36,,bodies,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,1061,1713,live,,T,C
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,400,,live,,T,F
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,12,,live,,T,I
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,30,,live,,T,W
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,105726.62,89995,meat,kg,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AM,BR,,,1,leather products (large),,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AT,BR,,20,14,leather products (large),,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,BE,BR,,3,60,bodies,kg,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,BE,BR,,100,100,meat,kg,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CA,BR,,,30,bodies,kg,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CA,BR,,,2.4,bones,kg,S,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CA,BR,,,3,leather products (large),,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CA,BR,,,0.7,meat,kg,S,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CA,BR,,,10,meat,kg,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CA,BR,,,0.3,scales,kg,S,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,BR,BR,95,,meat,kg,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,BR,,,15,bodies,kg,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,BR,,,3355,meat,kg,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,DE,PE,4,4,live,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,BR,,,6,leather products (large),,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,PE,,,1000,live,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DE,BR,,,1260,bodies,kg,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DE,BR,,711.5,4928,meat,kg,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DE,BR,,,150,meat,kg,T,F
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DE,PE,,344,34,live,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ES,BR,,,8,leather products (large),,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FI,PE,,,10,live,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,,196,leather products (large),,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,42,,skins,,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,FR,BR,58,,skins,,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GB,BR,,,6,leather products (large),,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GB,BR,,,25,meat,kg,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,BR,,,34,leather products (large),,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,BR,,5,,skins,,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,PE,,32400,35582,live,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,PE,,,620,meat,kg,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,PE,,303.5,,skins,kg,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ID,PE,,,2669,live,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IL,PE,,,20,live,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,BR,,2,114,leather products (large),,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,BR,,12,,skins,,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,26,42,leather products (large),,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,,55,meat,kg,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,6,,skins,,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,1294,1980,live,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,CN,XX,1,,specimens,,Q,O
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,CN,,,1,specimens,,Q,O
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,PE,,850,,live,kg,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,PE,,365,1860,live,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,TH,,97,97,live,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,LV,PE,,64,64,live,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MX,PE,,36,66,live,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MX,PE,,510,510,meat,kg,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,NL,BR,,,8,leather products (large),,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,NO,PE,,,4261,meat,kg,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PA,BR,,,1,leather products (large),,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PH,BR,,,16,leather products (large),,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PH,PE,,,63,live,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PH,SG,PE,,4,live,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PT,BR,,,3,leather products (large),,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,RU,PE,,,18,live,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,SG,PE,,15,15,live,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TH,PE,,,10,live,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TR,BR,,,14,leather products (large),,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TW,BR,,,65,leather products (large),,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TW,PE,,,1803,live,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,XX,237,,leather products (small),,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,XX,100,,skin pieces,,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,,145,bodies,kg,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,,60,garments,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,,30,garments,,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,6,1000,leather products (large),,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,28,,leather products (small),,T,I
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,60,,leather products (small),,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,15370.03,49863,meat,kg,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,20,,meat,kg,T,I
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,4.54,,meat,kg,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,47,,skin pieces,m2,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,107,,skin pieces,,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,854,1514,live,,T,C
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,647,,live,,T,W
2013,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,101375.58,105623,meat,kg,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AE,GB,BR,,1,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AR,BR,,,20,garments,,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AR,BR,,,20,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AT,BR,,68,66,leather products (large),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AT,PE,,10,10,live,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AU,BR,,4,,leather products (small),,Q,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AU,BR,,,2,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,BE,BR,,,1,leather products (large),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,BE,BR,,1,,skins,,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,BE,PE,,12,12,live,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CA,BR,,,49,leather products (large),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CA,FR,BR,,4,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CA,PE,,,3,live,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,BR,,150,,meat,kg,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,IT,BR,19,,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,PT,BR,,122,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,BR,,,145,derivatives,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,BR,,,150,leather products (large),,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,BR,,,60,leather products (large),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,BR,,30,,skins,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,BR,,60,,skins,,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,KR,XX,,2,specimens,,Q,O
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DE,BR,,,5,leather products (large),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DE,BR,,,8,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DE,BR,,5,,skins,,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DE,PE,,114,114,live,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ES,PE,,,470,meat,kg,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FI,BR,,,10,garments,,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,,30,garments,,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,,8,leather products (large),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,20,20,leather products (small),,T,W
